cs	popsize	wij	s	f	inithom	inithet	p	naa	ntrial	q	err
987	1000	(1.000000,1.000000,0.990000)	0.010000	0.010000	0	1	0.000500	3627	260000	1.395000e-02	4.508229e-04
1	1000	(1.000000,1.000000,0.990000)	0.010000	0.010000	1	2	0.002000	12698	240000	5.290833e-02	8.955885e-04
2	1000	(1.000000,1.000000,0.990000)	0.010000	0.010000	1	2	0.002000	7715	250000	3.086000e-02	6.779182e-04
3	1000	(1.000000,1.000000,0.990000)	0.010000	0.010000	1	2	0.002000	7750	250000	3.100000e-02	6.794051e-04
5	1000	(1.000000,1.000000,0.990000)	0.010000	0.010000	1	2	0.002000	8112	250000	3.244800e-02	6.945719e-04
8	1000	(1.000000,1.000000,0.990000)	0.010000	0.010000	1	2	0.002000	8732	250000	3.492800e-02	7.197021e-04
13	1000	(1.000000,1.000000,0.990000)	0.010000	0.010000	1	2	0.002000	9056	250000	3.622400e-02	7.324405e-04
21	1000	(1.000000,1.000000,0.990000)	0.010000	0.010000	1	2	0.002000	9321	240000	3.883750e-02	7.729911e-04
34	1000	(1.000000,1.000000,0.990000)	0.010000	0.010000	1	2	0.002000	9973	250000	3.989200e-02	7.671654e-04
55	1000	(1.000000,1.000000,0.990000)	0.010000	0.010000	1	2	0.002000	10015	240000	4.172917e-02	8.000450e-04
89	1000	(1.000000,1.000000,0.990000)	0.010000	0.010000	1	2	0.002000	10076	240000	4.198333e-02	8.023714e-04
144	1000	(1.000000,1.000000,0.990000)	0.010000	0.010000	1	2	0.002000	10236	240000	4.265000e-02	8.084354e-04
233	1000	(1.000000,1.000000,0.990000)	0.010000	0.010000	1	2	0.002000	10499	240000	4.374583e-02	8.182867e-04
377	1000	(1.000000,1.000000,0.990000)	0.010000	0.010000	1	2	0.002000	10479	240000	4.366250e-02	8.175425e-04
610	1000	(1.000000,1.000000,0.990000)	0.010000	0.010000	1	2	0.002000	10478	240000	4.365833e-02	8.175053e-04
987	1000	(1.000000,1.000000,0.990000)	0.010000	0.010000	1	2	0.002000	10602	240000	4.417500e-02	8.221062e-04
1	1000	(1.000000,1.000000,0.990000)	0.010000	0.100000	0	1	0.000500	4338	260000	1.668462e-02	4.923500e-04
2	1000	(1.000000,1.000000,0.990000)	0.010000	0.100000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
3	1000	(1.000000,1.000000,0.990000)	0.010000	0.100000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
5	1000	(1.000000,1.000000,0.990000)	0.010000	0.100000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
8	1000	(1.000000,1.000000,0.990000)	0.010000	0.100000	0	1	0.000500	1	100230000	9.977053e-09	1.955502e-08
13	1000	(1.000000,1.000000,0.990000)	0.010000	0.100000	0	1	0.000500	181	100230000	1.805847e-06	2.630857e-07
21	1000	(1.000000,1.000000,0.990000)	0.010000	0.100000	0	1	0.000500	407	9440000	4.311441e-05	4.188629e-06
34	1000	(1.000000,1.000000,0.990000)	0.010000	0.100000	0	1	0.000500	459	1720000	2.668605e-04	2.441046e-05
55	1000	(1.000000,1.000000,0.990000)	0.010000	0.100000	0	1	0.000500	645	610000	1.057377e-03	8.155984e-05
89	1000	(1.000000,1.000000,0.990000)	0.010000	0.100000	0	1	0.000500	985	380000	2.592105e-03	1.616691e-04
144	1000	(1.000000,1.000000,0.990000)	0.010000	0.100000	0	1	0.000500	1276	330000	3.866667e-03	2.117514e-04
233	1000	(1.000000,1.000000,0.990000)	0.010000	0.100000	0	1	0.000500	1673	310000	5.396774e-03	2.579095e-04
377	1000	(1.000000,1.000000,0.990000)	0.010000	0.100000	0	1	0.000500	2057	290000	7.093103e-03	3.054425e-04
610	1000	(1.000000,1.000000,0.990000)	0.010000	0.100000	0	1	0.000500	2329	290000	8.031034e-03	3.248567e-04
987	1000	(1.000000,1.000000,0.990000)	0.010000	0.100000	0	1	0.000500	2486	280000	8.878571e-03	3.474658e-04
1	1000	(1.000000,1.000000,0.990000)	0.010000	0.100000	1	2	0.002000	14487	240000	6.036250e-02	9.528274e-04
2	1000	(1.000000,1.000000,0.990000)	0.010000	0.100000	1	2	0.002000	0	100230000	0.000000e+00	0.000000e+00
3	1000	(1.000000,1.000000,0.990000)	0.010000	0.100000	1	2	0.002000	0	100230000	0.000000e+00	0.000000e+00
5	1000	(1.000000,1.000000,0.990000)	0.010000	0.100000	1	2	0.002000	0	100230000	0.000000e+00	0.000000e+00
8	1000	(1.000000,1.000000,0.990000)	0.010000	0.100000	1	2	0.002000	6	100230000	5.986232e-08	4.789983e-08
13	1000	(1.000000,1.000000,0.990000)	0.010000	0.100000	1	2	0.002000	387	36000000	1.075000e-05	1.071043e-06
21	1000	(1.000000,1.000000,0.990000)	0.010000	0.100000	1	2	0.002000	419	1930000	2.170984e-04	2.078541e-05
34	1000	(1.000000,1.000000,0.990000)	0.010000	0.100000	1	2	0.002000	716	460000	1.556522e-03	1.139243e-04
55	1000	(1.000000,1.000000,0.990000)	0.010000	0.100000	1	2	0.002000	1415	330000	4.287879e-03	2.229396e-04
89	1000	(1.000000,1.000000,0.990000)	0.010000	0.100000	1	2	0.002000	2804	270000	1.038519e-02	3.823969e-04
144	1000	(1.000000,1.000000,0.990000)	0.010000	0.100000	1	2	0.002000	4409	260000	1.695769e-02	4.962938e-04
233	1000	(1.000000,1.000000,0.990000)	0.010000	0.100000	1	2	0.002000	5823	250000	2.329200e-02	5.912509e-04
377	1000	(1.000000,1.000000,0.990000)	0.010000	0.100000	1	2	0.002000	6943	250000	2.777200e-02	6.441303e-04
610	1000	(1.000000,1.000000,0.990000)	0.010000	0.100000	1	2	0.002000	7913	250000	3.165200e-02	6.862816e-04
987	1000	(1.000000,1.000000,0.990000)	0.010000	0.100000	1	2	0.002000	8052	250000	3.220800e-02	6.920842e-04
1	1000	(1.000000,1.000000,0.990000)	0.010000	0.500000	0	1	0.000500	4223	260000	1.624231e-02	4.858893e-04
2	1000	(1.000000,1.000000,0.990000)	0.010000	0.500000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
3	1000	(1.000000,1.000000,0.990000)	0.010000	0.500000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
5	1000	(1.000000,1.000000,0.990000)	0.010000	0.500000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
8	1000	(1.000000,1.000000,0.990000)	0.010000	0.500000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
13	1000	(1.000000,1.000000,0.990000)	0.010000	0.500000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
21	1000	(1.000000,1.000000,0.990000)	0.010000	0.500000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
34	1000	(1.000000,1.000000,0.990000)	0.010000	0.500000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
55	1000	(1.000000,1.000000,0.990000)	0.010000	0.500000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
89	1000	(1.000000,1.000000,0.990000)	0.010000	0.500000	0	1	0.000500	63	100230000	6.285543e-07	1.552131e-07
144	1000	(1.000000,1.000000,0.990000)	0.010000	0.500000	0	1	0.000500	392	12680000	3.091483e-05	3.060364e-06
233	1000	(1.000000,1.000000,0.990000)	0.010000	0.500000	0	1	0.000500	475	1310000	3.625954e-04	3.260264e-05
377	1000	(1.000000,1.000000,0.990000)	0.010000	0.500000	0	1	0.000500	671	490000	1.369388e-03	1.035437e-04
610	1000	(1.000000,1.000000,0.990000)	0.010000	0.500000	0	1	0.000500	1088	350000	3.108571e-03	1.844278e-04
987	1000	(1.000000,1.000000,0.990000)	0.010000	0.500000	0	1	0.000500	1619	310000	5.222581e-03	2.537352e-04
1	1000	(1.000000,1.000000,0.990000)	0.010000	0.500000	1	2	0.002000	15180	240000	6.325000e-02	9.738511e-04
2	1000	(1.000000,1.000000,0.990000)	0.010000	0.500000	1	2	0.002000	0	100230000	0.000000e+00	0.000000e+00
3	1000	(1.000000,1.000000,0.990000)	0.010000	0.500000	1	2	0.002000	0	100230000	0.000000e+00	0.000000e+00
5	1000	(1.000000,1.000000,0.990000)	0.010000	0.500000	1	2	0.002000	0	100230000	0.000000e+00	0.000000e+00
8	1000	(1.000000,1.000000,0.990000)	0.010000	0.500000	1	2	0.002000	0	100230000	0.000000e+00	0.000000e+00
13	1000	(1.000000,1.000000,0.990000)	0.010000	0.500000	1	2	0.002000	0	100230000	0.000000e+00	0.000000e+00
21	1000	(1.000000,1.000000,0.990000)	0.010000	0.500000	1	2	0.002000	0	100230000	0.000000e+00	0.000000e+00
34	1000	(1.000000,1.000000,0.990000)	0.010000	0.500000	1	2	0.002000	0	100230000	0.000000e+00	0.000000e+00
55	1000	(1.000000,1.000000,0.990000)	0.010000	0.500000	1	2	0.002000	0	100230000	0.000000e+00	0.000000e+00
89	1000	(1.000000,1.000000,0.990000)	0.010000	0.500000	1	2	0.002000	386	55020000	7.015631e-06	6.998865e-07
144	1000	(1.000000,1.000000,0.990000)	0.010000	0.500000	1	2	0.002000	423	1890000	2.238095e-04	2.132632e-05
233	1000	(1.000000,1.000000,0.990000)	0.010000	0.500000	1	2	0.002000	913	400000	2.282500e-03	1.478888e-04
377	1000	(1.000000,1.000000,0.990000)	0.010000	0.500000	1	2	0.002000	2176	290000	7.503448e-03	3.140885e-04
610	1000	(1.000000,1.000000,0.990000)	0.010000	0.500000	1	2	0.002000	4314	260000	1.659231e-02	4.910092e-04
987	1000	(1.000000,1.000000,0.990000)	0.010000	0.500000	1	2	0.002000	6196	250000	2.478400e-02	6.094277e-04
1	1000	(1.000000,1.000000,0.900000)	0.100000	0.000000	0	1	0.000500	23237	240000	9.682083e-02	1.183101e-03
2	1000	(1.000000,1.000000,0.900000)	0.100000	0.000000	0	1	0.000500	23070	240000	9.612500e-02	1.179296e-03
3	1000	(1.000000,1.000000,0.900000)	0.100000	0.000000	0	1	0.000500	23266	240000	9.694167e-02	1.183760e-03
5	1000	(1.000000,1.000000,0.900000)	0.100000	0.000000	0	1	0.000500	23200	240000	9.666667e-02	1.182260e-03
8	1000	(1.000000,1.000000,0.900000)	0.100000	0.000000	0	1	0.000500	23186	240000	9.660833e-02	1.181941e-03
13	1000	(1.000000,1.000000,0.900000)	0.100000	0.000000	0	1	0.000500	23396	240000	9.748333e-02	1.186706e-03
21	1000	(1.000000,1.000000,0.900000)	0.100000	0.000000	0	1	0.000500	23030	240000	9.595833e-02	1.178382e-03
34	1000	(1.000000,1.000000,0.900000)	0.100000	0.000000	0	1	0.000500	22995	240000	9.581250e-02	1.177581e-03
55	1000	(1.000000,1.000000,0.900000)	0.100000	0.000000	0	1	0.000500	22867	240000	9.527917e-02	1.174645e-03
89	1000	(1.000000,1.000000,0.900000)	0.100000	0.000000	0	1	0.000500	23215	240000	9.672917e-02	1.182601e-03
144	1000	(1.000000,1.000000,0.900000)	0.100000	0.000000	0	1	0.000500	23237	240000	9.682083e-02	1.183101e-03
233	1000	(1.000000,1.000000,0.900000)	0.100000	0.000000	0	1	0.000500	23144	240000	9.643333e-02	1.180984e-03
377	1000	(1.000000,1.000000,0.900000)	0.100000	0.000000	0	1	0.000500	23544	240000	9.810000e-02	1.190047e-03
610	1000	(1.000000,1.000000,0.900000)	0.100000	0.000000	0	1	0.000500	23242	240000	9.684167e-02	1.183215e-03
987	1000	(1.000000,1.000000,0.900000)	0.100000	0.000000	0	1	0.000500	23147	240000	9.644583e-02	1.181053e-03
1	1000	(1.000000,1.000000,0.900000)	0.100000	0.000000	1	2	0.002000	75376	240000	3.140667e-01	1.856959e-03
2	1000	(1.000000,1.000000,0.900000)	0.100000	0.000000	1	2	0.002000	75334	240000	3.138917e-01	1.856678e-03
3	1000	(1.000000,1.000000,0.900000)	0.100000	0.000000	1	2	0.002000	75526	240000	3.146917e-01	1.857959e-03
5	1000	(1.000000,1.000000,0.900000)	0.100000	0.000000	1	2	0.002000	75236	240000	3.134833e-01	1.856022e-03
8	1000	(1.000000,1.000000,0.900000)	0.100000	0.000000	1	2	0.002000	74845	240000	3.118542e-01	1.853389e-03
13	1000	(1.000000,1.000000,0.900000)	0.100000	0.000000	1	2	0.002000	75494	240000	3.145583e-01	1.857746e-03
21	1000	(1.000000,1.000000,0.900000)	0.100000	0.000000	1	2	0.002000	74923	240000	3.121792e-01	1.853916e-03
34	1000	(1.000000,1.000000,0.900000)	0.100000	0.000000	1	2	0.002000	76047	240000	3.168625e-01	1.861401e-03
55	1000	(1.000000,1.000000,0.900000)	0.100000	0.000000	1	2	0.002000	75588	240000	3.149500e-01	1.858371e-03
89	1000	(1.000000,1.000000,0.900000)	0.100000	0.000000	1	2	0.002000	75000	240000	3.125000e-01	1.854436e-03
144	1000	(1.000000,1.000000,0.900000)	0.100000	0.000000	1	2	0.002000	74972	240000	3.123833e-01	1.854247e-03
233	1000	(1.000000,1.000000,0.900000)	0.100000	0.000000	1	2	0.002000	75509	240000	3.146208e-01	1.857846e-03
377	1000	(1.000000,1.000000,0.900000)	0.100000	0.000000	1	2	0.002000	75529	240000	3.147042e-01	1.857979e-03
610	1000	(1.000000,1.000000,0.900000)	0.100000	0.000000	1	2	0.002000	75220	240000	3.134167e-01	1.855915e-03
987	1000	(1.000000,1.000000,0.900000)	0.100000	0.000000	1	2	0.002000	74919	240000	3.121625e-01	1.853889e-03
1	1000	(1.000000,1.000000,0.900000)	0.100000	0.001000	0	1	0.000500	23876	240000	9.948333e-02	1.197489e-03
2	1000	(1.000000,1.000000,0.900000)	0.100000	0.001000	0	1	0.000500	24081	240000	1.003375e-01	1.202048e-03
3	1000	(1.000000,1.000000,0.900000)	0.100000	0.001000	0	1	0.000500	24376	240000	1.015667e-01	1.208562e-03
5	1000	(1.000000,1.000000,0.900000)	0.100000	0.001000	0	1	0.000500	24104	240000	1.004333e-01	1.202558e-03
8	1000	(1.000000,1.000000,0.900000)	0.100000	0.001000	0	1	0.000500	24674	240000	1.028083e-01	1.215087e-03
13	1000	(1.000000,1.000000,0.900000)	0.100000	0.001000	0	1	0.000500	24611	240000	1.025458e-01	1.213712e-03
21	1000	(1.000000,1.000000,0.900000)	0.100000	0.001000	0	1	0.000500	24588	240000	1.024500e-01	1.213209e-03
34	1000	(1.000000,1.000000,0.900000)	0.100000	0.001000	0	1	0.000500	24716	240000	1.029833e-01	1.216002e-03
55	1000	(1.000000,1.000000,0.900000)	0.100000	0.001000	0	1	0.000500	24418	240000	1.017417e-01	1.209485e-03
89	1000	(1.000000,1.000000,0.900000)	0.100000	0.001000	0	1	0.000500	24828	240000	1.034500e-01	1.218437e-03
144	1000	(1.000000,1.000000,0.900000)	0.100000	0.001000	0	1	0.000500	24471	240000	1.019625e-01	1.210648e-03
233	1000	(1.000000,1.000000,0.900000)	0.100000	0.001000	0	1	0.000500	24721	240000	1.030042e-01	1.216111e-03
377	1000	(1.000000,1.000000,0.900000)	0.100000	0.001000	0	1	0.000500	24729	240000	1.030375e-01	1.216285e-03
610	1000	(1.000000,1.000000,0.900000)	0.100000	0.001000	0	1	0.000500	24687	240000	1.028625e-01	1.215370e-03
987	1000	(1.000000,1.000000,0.900000)	0.100000	0.001000	0	1	0.000500	24871	240000	1.036292e-01	1.219369e-03
1	1000	(1.000000,1.000000,0.900000)	0.100000	0.001000	1	2	0.002000	76727	240000	3.196958e-01	1.865823e-03
2	1000	(1.000000,1.000000,0.900000)	0.100000	0.001000	1	2	0.002000	77433	240000	3.226375e-01	1.870331e-03
3	1000	(1.000000,1.000000,0.900000)	0.100000	0.001000	1	2	0.002000	77378	240000	3.224083e-01	1.869983e-03
5	1000	(1.000000,1.000000,0.900000)	0.100000	0.001000	1	2	0.002000	78309	240000	3.262875e-01	1.875806e-03
8	1000	(1.000000,1.000000,0.900000)	0.100000	0.001000	1	2	0.002000	78332	240000	3.263833e-01	1.875948e-03
13	1000	(1.000000,1.000000,0.900000)	0.100000	0.001000	1	2	0.002000	78660	240000	3.277500e-01	1.877964e-03
21	1000	(1.000000,1.000000,0.900000)	0.100000	0.001000	1	2	0.002000	78297	240000	3.262375e-01	1.875732e-03
34	1000	(1.000000,1.000000,0.900000)	0.100000	0.001000	1	2	0.002000	78555	240000	3.273125e-01	1.877321e-03
55	1000	(1.000000,1.000000,0.900000)	0.100000	0.001000	1	2	0.002000	78507	240000	3.271125e-01	1.877026e-03
89	1000	(1.000000,1.000000,0.900000)	0.100000	0.001000	1	2	0.002000	79121	240000	3.296708e-01	1.880766e-03
144	1000	(1.000000,1.000000,0.900000)	0.100000	0.001000	1	2	0.002000	79293	240000	3.303875e-01	1.881802e-03
233	1000	(1.000000,1.000000,0.900000)	0.100000	0.001000	1	2	0.002000	79257	240000	3.302375e-01	1.881586e-03
377	1000	(1.000000,1.000000,0.900000)	0.100000	0.001000	1	2	0.002000	79116	240000	3.296500e-01	1.880736e-03
610	1000	(1.000000,1.000000,0.900000)	0.100000	0.001000	1	2	0.002000	79486	240000	3.311917e-01	1.882960e-03
987	1000	(1.000000,1.000000,0.900000)	0.100000	0.001000	1	2	0.002000	79071	240000	3.294625e-01	1.880464e-03
1	1000	(1.000000,1.000000,0.900000)	0.100000	0.010000	0	1	0.000500	41838	240000	1.743250e-01	1.517871e-03
2	1000	(1.000000,1.000000,0.900000)	0.100000	0.010000	0	1	0.000500	40916	240000	1.704833e-01	1.504541e-03
3	1000	(1.000000,1.000000,0.900000)	0.100000	0.010000	0	1	0.000500	41251	240000	1.718792e-01	1.509416e-03
5	1000	(1.000000,1.000000,0.900000)	0.100000	0.010000	0	1	0.000500	41322	240000	1.721750e-01	1.510444e-03
8	1000	(1.000000,1.000000,0.900000)	0.100000	0.010000	0	1	0.000500	41650	240000	1.735417e-01	1.515175e-03
13	1000	(1.000000,1.000000,0.900000)	0.100000	0.010000	0	1	0.000500	41617	240000	1.734042e-01	1.514701e-03
21	1000	(1.000000,1.000000,0.900000)	0.100000	0.010000	0	1	0.000500	42338	240000	1.764083e-01	1.524986e-03
34	1000	(1.000000,1.000000,0.900000)	0.100000	0.010000	0	1	0.000500	42279	240000	1.761625e-01	1.524151e-03
55	1000	(1.000000,1.000000,0.900000)	0.100000	0.010000	0	1	0.000500	42532	240000	1.772167e-01	1.527726e-03
89	1000	(1.000000,1.000000,0.900000)	0.100000	0.010000	0	1	0.000500	42333	240000	1.763875e-01	1.524916e-03
144	1000	(1.000000,1.000000,0.900000)	0.100000	0.010000	0	1	0.000500	42602	240000	1.775083e-01	1.528712e-03
233	1000	(1.000000,1.000000,0.900000)	0.100000	0.010000	0	1	0.000500	43022	240000	1.792583e-01	1.534594e-03
377	1000	(1.000000,1.000000,0.900000)	0.100000	0.010000	0	1	0.000500	42542	240000	1.772583e-01	1.527867e-03
610	1000	(1.000000,1.000000,0.900000)	0.100000	0.010000	0	1	0.000500	42919	240000	1.788292e-01	1.533156e-03
987	1000	(1.000000,1.000000,0.900000)	0.100000	0.010000	0	1	0.000500	42598	240000	1.774917e-01	1.528655e-03
1	1000	(1.000000,1.000000,0.900000)	0.100000	0.010000	1	2	0.002000	108800	240000	4.533333e-01	1.991685e-03
2	1000	(1.000000,1.000000,0.900000)	0.100000	0.010000	1	2	0.002000	105308	240000	4.387833e-01	1.985367e-03
3	1000	(1.000000,1.000000,0.900000)	0.100000	0.010000	1	2	0.002000	104994	240000	4.374750e-01	1.984714e-03
5	1000	(1.000000,1.000000,0.900000)	0.100000	0.010000	1	2	0.002000	106034	240000	4.418083e-01	1.986823e-03
8	1000	(1.000000,1.000000,0.900000)	0.100000	0.010000	1	2	0.002000	105994	240000	4.416417e-01	1.986744e-03
13	1000	(1.000000,1.000000,0.900000)	0.100000	0.010000	1	2	0.002000	106317	240000	4.429875e-01	1.987370e-03
21	1000	(1.000000,1.000000,0.900000)	0.100000	0.010000	1	2	0.002000	106872	240000	4.453000e-01	1.988410e-03
34	1000	(1.000000,1.000000,0.900000)	0.100000	0.010000	1	2	0.002000	106593	240000	4.441375e-01	1.987892e-03
55	1000	(1.000000,1.000000,0.900000)	0.100000	0.010000	1	2	0.002000	107496	240000	4.479000e-01	1.989527e-03
89	1000	(1.000000,1.000000,0.900000)	0.100000	0.010000	1	2	0.002000	106937	240000	4.455708e-01	1.988529e-03
144	1000	(1.000000,1.000000,0.900000)	0.100000	0.010000	1	2	0.002000	107878	240000	4.494917e-01	1.990184e-03
233	1000	(1.000000,1.000000,0.900000)	0.100000	0.010000	1	2	0.002000	108083	240000	4.503458e-01	1.990528e-03
377	1000	(1.000000,1.000000,0.900000)	0.100000	0.010000	1	2	0.002000	108303	240000	4.512625e-01	1.990891e-03
610	1000	(1.000000,1.000000,0.900000)	0.100000	0.010000	1	2	0.002000	108456	240000	4.519000e-01	1.991139e-03
987	1000	(1.000000,1.000000,0.900000)	0.100000	0.010000	1	2	0.002000	108540	240000	4.522500e-01	1.991274e-03
1	1000	(1.000000,1.000000,0.900000)	0.100000	0.100000	0	1	0.000500	45100	240000	1.879167e-01	1.562908e-03
2	1000	(1.000000,1.000000,0.900000)	0.100000	0.100000	0	1	0.000500	24930	240000	1.038750e-01	1.220647e-03
3	1000	(1.000000,1.000000,0.900000)	0.100000	0.100000	0	1	0.000500	24551	240000	1.022958e-01	1.212400e-03
5	1000	(1.000000,1.000000,0.900000)	0.100000	0.100000	0	1	0.000500	25215	240000	1.050625e-01	1.226791e-03
8	1000	(1.000000,1.000000,0.900000)	0.100000	0.100000	0	1	0.000500	25348	240000	1.056167e-01	1.229642e-03
13	1000	(1.000000,1.000000,0.900000)	0.100000	0.100000	0	1	0.000500	26069	240000	1.086208e-01	1.244911e-03
21	1000	(1.000000,1.000000,0.900000)	0.100000	0.100000	0	1	0.000500	26490	240000	1.103750e-01	1.253688e-03
34	1000	(1.000000,1.000000,0.900000)	0.100000	0.100000	0	1	0.000500	27410	240000	1.142083e-01	1.272522e-03
55	1000	(1.000000,1.000000,0.900000)	0.100000	0.100000	0	1	0.000500	28955	240000	1.206458e-01	1.303132e-03
89	1000	(1.000000,1.000000,0.900000)	0.100000	0.100000	0	1	0.000500	29819	240000	1.242458e-01	1.319722e-03
144	1000	(1.000000,1.000000,0.900000)	0.100000	0.100000	0	1	0.000500	31900	240000	1.329167e-01	1.358221e-03
233	1000	(1.000000,1.000000,0.900000)	0.100000	0.100000	0	1	0.000500	32778	240000	1.365750e-01	1.373879e-03
377	1000	(1.000000,1.000000,0.900000)	0.100000	0.100000	0	1	0.000500	34342	240000	1.430917e-01	1.400957e-03
610	1000	(1.000000,1.000000,0.900000)	0.100000	0.100000	0	1	0.000500	35350	240000	1.472917e-01	1.417881e-03
987	1000	(1.000000,1.000000,0.900000)	0.100000	0.100000	0	1	0.000500	36194	240000	1.508083e-01	1.431746e-03
1	1000	(1.000000,1.000000,0.900000)	0.100000	0.100000	1	2	0.002000	121747	240000	5.072792e-01	2.000205e-03
2	1000	(1.000000,1.000000,0.900000)	0.100000	0.100000	1	2	0.002000	73620	240000	3.067500e-01	1.844963e-03
3	1000	(1.000000,1.000000,0.900000)	0.100000	0.100000	1	2	0.002000	73638	240000	3.068250e-01	1.845089e-03
5	1000	(1.000000,1.000000,0.900000)	0.100000	0.100000	1	2	0.002000	75126	240000	3.130250e-01	1.855284e-03
8	1000	(1.000000,1.000000,0.900000)	0.100000	0.100000	1	2	0.002000	75927	240000	3.163625e-01	1.860612e-03
13	1000	(1.000000,1.000000,0.900000)	0.100000	0.100000	1	2	0.002000	77786	240000	3.241083e-01	1.872553e-03
21	1000	(1.000000,1.000000,0.900000)	0.100000	0.100000	1	2	0.002000	78869	240000	3.286208e-01	1.879239e-03
34	1000	(1.000000,1.000000,0.900000)	0.100000	0.100000	1	2	0.002000	80860	240000	3.369167e-01	1.891018e-03
55	1000	(1.000000,1.000000,0.900000)	0.100000	0.100000	1	2	0.002000	83822	240000	3.492583e-01	1.907340e-03
89	1000	(1.000000,1.000000,0.900000)	0.100000	0.100000	1	2	0.002000	86174	240000	3.590583e-01	1.919297e-03
144	1000	(1.000000,1.000000,0.900000)	0.100000	0.100000	1	2	0.002000	89605	240000	3.733542e-01	1.935183e-03
233	1000	(1.000000,1.000000,0.900000)	0.100000	0.100000	1	2	0.002000	93284	240000	3.886833e-01	1.950211e-03
377	1000	(1.000000,1.000000,0.900000)	0.100000	0.100000	1	2	0.002000	95993	240000	3.999708e-01	1.959976e-03
610	1000	(1.000000,1.000000,0.900000)	0.100000	0.100000	1	2	0.002000	98454	240000	4.102250e-01	1.967908e-03
987	1000	(1.000000,1.000000,0.900000)	0.100000	0.100000	1	2	0.002000	99774	240000	4.157250e-01	1.971797e-03
1	1000	(1.000000,1.000000,0.900000)	0.100000	0.500000	0	1	0.000500	45151	240000	1.881292e-01	1.563587e-03
2	1000	(1.000000,1.000000,0.900000)	0.100000	0.500000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
3	1000	(1.000000,1.000000,0.900000)	0.100000	0.500000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
5	1000	(1.000000,1.000000,0.900000)	0.100000	0.500000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
8	1000	(1.000000,1.000000,0.900000)	0.100000	0.500000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
13	1000	(1.000000,1.000000,0.900000)	0.100000	0.500000	0	1	0.000500	0	100230000	0.000000e+00	0.000000e+00
21	1000	(1.000000,1.000000,0.900000)	0.100000	0.500000	0	1	0.000500	8	100230000	7.981642e-08	5.530996e-08
34	1000	(1.000000,1.000000,0.900000)	0.100000	0.500000	0	1	0.000500	388	29920000	1.296791e-05	1.290350e-06
55	1000	(1.000000,1.000000,0.900000)	0.100000	0.500000	0	1	0.000500	480	1450000	3.310345e-04	2.960989e-05
89	1000	(1.000000,1.000000,0.900000)	0.100000	0.500000	0	1	0.000500	971	370000	2.624324e-03	1.648517e-04
144	1000	(1.000000,1.000000,0.900000)	0.100000	0.500000	0	1	0.000500	2317	280000	8.275000e-03	3.355496e-04
233	1000	(1.000000,1.000000,0.900000)	0.100000	0.500000	0	1	0.000500	5223	250000	2.089200e-02	5.606494e-04
377	1000	(1.000000,1.000000,0.900000)	0.100000	0.500000	0	1	0.000500	9441	240000	3.933750e-02	7.777486e-04
610	1000	(1.000000,1.000000,0.900000)	0.100000	0.500000	0	1	0.000500	14645	240000	6.102083e-02	9.576736e-04
987	1000	(1.000000,1.000000,0.900000)	0.100000	0.500000	0	1	0.000500	19742	240000	8.225833e-02	1.099261e-03
1	1000	(1.000000,1.000000,0.900000)	0.100000	0.500000	1	2	0.002000	131742	240000	5.489250e-01	1.990817e-03
2	1000	(1.000000,1.000000,0.900000)	0.100000	0.500000	1	2	0.002000	0	100230000	0.000000e+00	0.000000e+00
3	1000	(1.000000,1.000000,0.900000)	0.100000	0.500000	1	2	0.002000	0	100230000	0.000000e+00	0.000000e+00
5	1000	(1.000000,1.000000,0.900000)	0.100000	0.500000	1	2	0.002000	0	100230000	0.000000e+00	0.000000e+00
8	1000	(1.000000,1.000000,0.900000)	0.100000	0.500000	1	2	0.002000	0	100230000	0.000000e+00	0.000000e+00
13	1000	(1.000000,1.000000,0.900000)	0.100000	0.500000	1	2	0.002000	0	100230000	0.000000e+00	0.000000e+00
21	1000	(1.000000,1.000000,0.900000)	0.100000	0.500000	1	2	0.002000	46	100230000	4.589444e-07	1.326286e-07
34	1000	(1.000000,1.000000,0.900000)	0.100000	0.500000	1	2	0.002000	407	4870000	8.357290e-05	8.119068e-06
55	1000	(1.000000,1.000000,0.900000)	0.100000	0.500000	1	2	0.002000	784	470000	1.668085e-03	1.166685e-04
89	1000	(1.000000,1.000000,0.900000)	0.100000	0.500000	1	2	0.002000	3240	260000	1.246154e-02	4.264148e-04
